time,x,y,z
1669191292.775015, -0.002137, -0.002553, 0.011000
1669191293.776109, -0.003406, -0.006785, 0.010000
1669191294.777935, -0.073656, -0.039255, 0.009000
1669191295.777138, -0.179741, -0.103298, 0.009000
1669191296.778401, -0.303555, -0.180911, -0.002000
1669191297.778218, -0.461742, -0.256833, 0.007000
1669191298.777684, -0.724403, -0.398859, 0.006000
1669191299.777245, -1.022826, -0.559328, 0.006000
1669191300.776743, -1.322092, -0.716639, -0.013000
1669191301.777600, -1.692937, -0.914165, -0.014000
1669191302.778114, -2.055560, -1.103138, -0.009000
1669191303.779548, -2.438791, -1.307852, -0.014000
1669191304.779475, -2.810355, -1.530148, -0.004000
1669191305.779563, -3.246590, -1.791112, -0.011000
1669191306.781242, -3.696541, -2.075886, -0.002000
1669191307.781691, -4.153265, -2.336687, -0.005000
1669191308.779189, -4.593349, -2.604059, -0.024000
1669191309.780378, -5.043597, -2.871073, -0.003000
1669191310.780134, -5.503784, -3.150865, -0.034000
1669191311.780181, -5.946176, -3.413204, -0.025000
1669191312.780479, -6.393534, -3.686185, -0.019000
1669191313.782842, -6.857053, -3.950755, -0.020000
1669191314.782696, -7.343526, -4.166481, -0.012000
1669191315.782867, -7.852949, -4.315422, -0.029000
1669191316.782058, -8.363786, -4.459531, -0.040000
1669191317.779415, -8.953717, -4.672579, -0.034000
1669191318.783086, -9.609920, -4.868599, -0.061000
1669191319.783028, -10.221791, -5.069993, -0.060000
1669191320.783038, -10.926856, -5.236703, -0.064000
1669191321.780501, -11.568480, -5.366759, -0.057000
1669191322.780601, -12.284010, -5.541984, -0.066000
1669191323.781508, -13.106526, -5.728527, -0.086000
1669191324.781460, -13.934401, -5.834159, -0.108000
1669191325.780928, -14.750870, -5.910947, -0.114000
1669191326.781109, -15.566355, -5.903233, -0.139000
1669191327.782164, -16.400575, -5.862465, -0.142000
1669191328.783257, -17.209566, -5.806959, -0.149000
1669191329.781299, -18.016979, -5.693593, -0.135000
1669191330.785491, -18.842692, -5.530351, -0.212000
1669191331.785032, -19.635022, -5.356578, -0.194000
1669191332.787962, -20.406599, -5.096787, -0.216000
1669191333.787673, -21.168074, -4.841051, -0.219000
1669191334.788640, -21.903755, -4.519542, -0.234000
1669191335.786575, -22.640352, -4.110908, -0.250000
1669191336.789609, -23.278343, -3.646983, -0.231000
1669191337.788557, -23.894736, -3.100198, -0.234000
1669191338.787724, -24.441480, -2.485794, -0.237000
1669191339.791118, -24.939130, -1.816368, -0.232000
1669191340.786845, -25.347416, -1.107584, -0.211000
1669191341.786824, -25.667156, -0.363496, -0.187000
1669191342.787957, -25.893385, 0.426353, -0.205000
1669191343.787222, -26.047621, 1.227928, -0.185000
1669191344.787339, -26.171411, 2.052105, -0.196000
1669191345.787244, -26.279362, 2.848827, -0.179000
1669191346.788258, -26.382591, 3.677095, -0.169000
1669191347.788675, -26.470917, 4.502151, -0.173000
1669191348.787257, -26.484477, 5.334817, -0.173000
1669191349.786672, -26.394514, 6.168688, -0.191000
1669191350.787084, -26.204663, 6.956850, -0.188000
1669191351.788717, -25.949967, 7.705629, -0.167000
1669191352.787899, -25.653305, 8.468308, -0.156000
1669191353.789451, -25.334783, 9.214711, -0.125000
1669191354.791598, -25.077817, 9.991563, -0.115000
1669191355.789437, -24.915896, 10.790925, -0.093000
1669191356.788697, -24.727810, 11.589658, -0.093000
1669191357.790098, -24.550704, 12.376001, -0.057000
1669191358.789927, -24.448357, 13.190428, -0.033000
1669191359.791520, -24.584342, 13.983371, -0.025000
1669191360.789983, -24.888500, 14.623071, -0.008000
1669191361.788908, -25.396709, 15.163584, 0.001000
1669191362.787518, -26.092844, 15.479615, -0.030000
1669191363.787647, -26.820938, 15.542628, -0.036000
1669191364.787977, -27.543607, 15.387315, -0.081000
1669191365.788472, -28.215730, 15.037322, -0.186000
1669191366.789280, -28.741372, 14.513774, -0.275000
1669191367.789043, -29.129967, 13.904308, -0.346000
1669191368.787703, -29.488259, 13.247168, -0.441000
1669191369.788674, -29.880337, 12.661619, -0.524000
1669191370.788830, -30.268900, 12.036432, -0.589000
1669191371.787828, -30.664271, 11.477201, -0.666000
1669191372.790407, -31.091135, 10.851369, -0.732000
1669191373.790866, -31.519652, 10.260334, -0.803000
1669191374.791533, -31.911916, 9.699201, -0.891000
1669191375.793565, -32.262032, 9.056718, -0.932000
1669191376.791240, -32.553735, 8.392531, -0.996000
1669191377.800176, -32.823468, 7.736109, -1.043000
1669191378.794578, -33.108052, 7.086042, -1.044000
1669191379.794495, -33.359147, 6.435038, -1.065000
1669191380.792379, -33.545171, 5.731517, -1.073000
1669191381.794661, -33.703195, 5.029740, -1.067000
1669191382.795436, -33.859532, 4.321646, -1.093000
1669191383.795636, -34.042526, 3.602723, -1.105000
1669191384.793781, -34.149143, 2.907103, -1.109000
1669191385.795532, -34.171770, 2.189716, -1.113000
1669191386.794230, -34.142001, 1.466262, -1.117000
1669191387.794505, -34.092981, 0.757833, -1.114000
1669191388.794228, -34.026491, -0.040591, -1.125000
1669191389.789616, -33.872228, -0.787608, -1.130000
1669191390.795276, -33.597897, -1.536845, -1.125000
1669191391.795250, -33.193151, -2.348584, -1.130000
1669191392.794557, -32.745160, -3.194531, -1.127000
1669191393.795324, -32.338351, -4.069925, -1.130000
1669191394.795168, -31.923484, -4.946381, -1.116000
1669191395.795596, -31.500258, -5.850351, -1.133000
1669191396.793924, -31.089438, -6.709723, -1.133000
1669191397.793121, -30.687309, -7.587628, -1.131000
1669191398.791885, -30.283980, -8.465368, -1.119000
1669191399.793555, -29.881362, -9.349753, -1.114000
1669191400.794881, -29.489944, -10.250779, -1.091000
1669191401.793437, -29.101895, -11.156372, -1.115000
1669191402.793047, -28.740996, -11.987157, -1.105000
1669191403.794629, -28.407232, -12.892199, -1.100000
1669191404.793593, -28.061334, -13.805030, -1.122000
1669191405.793932, -27.751483, -14.717805, -1.120000
1669191406.793948, -27.443856, -15.638309, -1.109000
1669191407.789222, -27.113077, -16.525362, -1.110000
1669191408.792780, -26.791574, -17.465521, -1.112000
1669191409.790584, -26.471870, -18.361817, -1.096000
1669191410.795609, -26.184664, -19.260522, -1.072000
1669191411.795016, -25.964534, -20.119067, -1.027000
1669191412.793868, -25.688164, -21.127631, -1.012000
1669191413.792815, -25.420823, -22.051152, -1.032000
1669191414.792223, -25.211038, -22.999405, -1.019000
1669191415.790358, -24.911315, -23.839139, -1.020000
1669191416.787905, -24.461811, -24.648862, -1.030000
1669191417.790349, -23.930117, -25.383595, -1.023000
1669191418.788986, -23.313582, -26.098682, -1.021000
1669191419.790734, -22.744858, -26.828309, -1.033000
1669191420.788889, -22.180247, -27.615385, -1.062000
1669191421.789092, -21.628461, -28.391331, -1.055000
1669191422.789214, -21.087064, -29.197802, -1.064000
1669191423.789862, -20.576405, -29.982298, -1.067000
1669191424.789673, -20.068440, -30.793381, -1.065000
1669191425.788655, -19.621072, -31.632103, -1.064000
1669191426.789319, -19.195978, -32.478956, -1.082000
1669191427.790046, -18.775595, -33.339044, -1.107000
1669191428.788553, -18.381570, -34.227538, -1.070000
1669191429.787689, -17.976946, -35.073118, -1.066000
1669191430.789347, -17.525995, -35.921149, -1.042000
1669191431.789167, -17.057842, -36.795547, -1.060000
1669191432.787778, -16.566117, -37.620596, -1.074000
1669191433.787318, -16.107559, -38.469864, -1.083000
1669191434.785376, -15.606361, -39.291929, -1.112000
1669191435.786655, -15.121924, -40.132204, -1.122000
1669191436.784288, -14.636144, -40.972686, -1.115000
1669191437.783447, -14.159137, -41.783614, -1.119000
1669191438.784086, -13.632120, -42.573751, -1.110000
1669191439.783152, -13.097287, -43.405817, -1.121000
1669191440.782664, -12.586129, -44.196240, -1.142000
1669191441.783219, -12.079189, -45.023765, -1.119000
1669191442.782795, -11.615586, -45.840198, -1.140000
1669191443.782768, -11.135503, -46.707956, -1.133000
1669191444.782921, -10.667315, -47.553874, -1.112000
1669191445.783007, -10.197414, -48.413506, -1.137000
1669191446.784002, -9.726050, -49.248566, -1.129000
1669191447.784139, -9.280992, -50.126641, -1.093000
1669191448.782636, -8.817491, -50.931422, -1.137000
1669191449.782940, -8.358805, -51.790864, -1.106000
1669191450.783784, -7.874305, -52.645195, -1.117000
1669191451.784569, -7.391193, -53.475460, -1.136000
1669191452.783466, -6.912418, -54.323406, -1.093000
1669191453.783673, -6.447513, -55.177776, -1.134000
1669191454.785374, -5.998979, -56.036121, -1.127000
1669191455.783153, -5.548265, -56.871755, -1.120000
1669191456.782888, -5.074652, -57.715360, -1.144000
1669191457.781957, -4.617750, -58.583094, -1.117000
1669191458.782349, -4.171774, -59.415874, -1.124000
1669191459.780614, -3.730140, -60.310721, -1.077000
1669191460.782241, -3.295751, -61.138866, -1.074000
1669191461.781289, -2.855989, -62.002981, -1.085000
1669191462.783160, -2.408565, -62.882761, -1.052000
1669191463.780562, -2.002590, -63.737056, -1.041000
1669191464.782179, -1.620291, -64.638111, -1.026000
1669191465.780545, -1.227443, -65.525659, -1.022000
1669191466.781371, -0.807025, -66.339695, -1.036000
1669191467.781461, -0.350847, -67.197245, -1.012000
1669191468.782113, 0.098432, -68.064665, -1.013000
1669191469.781497, 0.444118, -68.796060, -0.888000
1669191470.780234, 0.893740, -69.599125, -0.761000
1669191471.781930, 1.421906, -70.374669, -0.635000
1669191472.781195, 1.919326, -71.163933, -0.497000
1669191473.780227, 2.422057, -71.957541, -0.418000
1669191474.780316, 2.926328, -72.775033, -0.268000
1669191475.780794, 3.458259, -73.628502, -0.174000
1669191476.781136, 3.997582, -74.451766, -0.128000
1669191477.782083, 4.569191, -75.214545, -0.151000
1669191478.782349, 5.146119, -75.998868, -0.126000
1669191479.781300, 5.712448, -76.790779, -0.109000
1669191480.781114, 6.236496, -77.571062, -0.114000
1669191481.782089, 6.743486, -78.404689, -0.099000
1669191482.782107, 7.246128, -79.230106, -0.045000
1669191483.781925, 7.767903, -80.065093, -0.005000
1669191484.781941, 8.284568, -80.875027, -0.025000
1669191485.781982, 8.803670, -81.682413, -0.069000
1669191486.781907, 9.296826, -82.511552, -0.052000
1669191487.782748, 9.796334, -83.345423, -0.026000
1669191488.782427, 10.303851, -84.174435, -0.002000
1669191489.780977, 10.802667, -85.013842, -0.031000
1669191490.784851, 11.298503, -85.843767, -0.006000
1669191491.783387, 11.800175, -86.691175, -0.054000
1669191492.782896, 12.264927, -87.519463, -0.017000
1669191493.781159, 12.755970, -88.367431, -0.025000
1669191494.780727, 13.238008, -89.173079, -0.017000
1669191495.782598, 13.696182, -90.054149, 0.044000
1669191496.782763, 14.208440, -90.868262, 0.002000
1669191497.783313, 14.689826, -91.694797, -0.003000
1669191498.783609, 15.187449, -92.533999, -0.020000
1669191499.784175, 15.647940, -93.366653, -0.039000
1669191500.782542, 16.133870, -94.233953, 0.016000
1669191501.785201, 16.558669, -95.045659, -0.023000
1669191502.785268, 17.040348, -95.863691, 0.012000
1669191503.789361, 17.622778, -96.703035, 0.025000
1669191504.791381, 18.119837, -97.522623, 0.045000
1669191505.787388, 18.615341, -98.354575, 0.076000
1669191506.787640, 19.091898, -99.183618, 0.057000
1669191507.788435, 19.588090, -100.019096, 0.073000
1669191508.791006, 20.086589, -100.868484, 0.100000
1669191509.789037, 20.594910, -101.720813, 0.059000
1669191510.787540, 21.085190, -102.552122, 0.112000
1669191511.784221, 21.551957, -103.341051, 0.091000
1669191512.788442, 22.091984, -104.070003, 0.076000
1669191513.791062, 22.718363, -104.760840, 0.131000
1669191514.791180, 23.402146, -105.347601, 0.076000
1669191515.790922, 24.181450, -105.911198, 0.122000
1669191516.793056, 24.958382, -106.323469, 0.161000
1669191517.792670, 25.790734, -106.563386, 0.117000
1669191518.792075, 26.657790, -106.652976, 0.133000
1669191519.792070, 27.530610, -106.605434, 0.130000
1669191520.790023, 28.343219, -106.306643, 0.154000
1669191521.792457, 29.134251, -105.983627, 0.135000
1669191522.791227, 29.871108, -105.476969, 0.139000
1669191523.791787, 30.626343, -104.874266, 0.149000
1669191524.790818, 31.406834, -104.325809, 0.173000
1669191525.791525, 32.169995, -103.785011, 0.164000
1669191526.790791, 32.974632, -103.276912, 0.181000
1669191527.792271, 33.822441, -102.789702, 0.183000
1669191528.791064, 34.662297, -102.339347, 0.213000
1669191529.789927, 35.513941, -101.846469, 0.211000
1669191530.789724, 36.356393, -101.375258, 0.199000
1669191531.787887, 37.204351, -100.923376, 0.215000
1669191532.788495, 38.060961, -100.464056, 0.214000
1669191533.788861, 38.948896, -99.983259, 0.202000
1669191534.791945, 39.804791, -99.539648, 0.208000
1669191535.789796, 40.633320, -99.078004, 0.194000
1669191536.791607, 41.488971, -98.604612, 0.178000
1669191537.790409, 42.353082, -98.179264, 0.196000
1669191538.788232, 43.219633, -97.733429, 0.177000
1669191539.790498, 44.058654, -97.305807, 0.182000
1669191540.788447, 44.877087, -96.804413, 0.179000
1669191541.788083, 45.709943, -96.325642, 0.172000
1669191542.788086, 46.545553, -95.860972, 0.143000
1669191543.787960, 47.426015, -95.441634, 0.146000
1669191544.786274, 48.303969, -95.011342, 0.118000
1669191545.786188, 49.150793, -94.582187, 0.106000
1669191546.789918, 50.017661, -94.179449, 0.124000
1669191547.786933, 50.893801, -93.767990, 0.132000
1669191548.794124, 51.791583, -93.341547, 0.126000
1669191549.789141, 52.661527, -92.924990, 0.102000
1669191550.788350, 53.530183, -92.522651, 0.107000
1669191551.785455, 54.395645, -92.096955, 0.096000
1669191552.786749, 55.240273, -91.656111, 0.101000
1669191553.788106, 56.083003, -91.221338, 0.118000
1669191554.787046, 56.945995, -90.747144, 0.097000
1669191555.790219, 57.808092, -90.316953, 0.102000
1669191556.785686, 58.688110, -89.870789, 0.091000
1669191557.786265, 59.540856, -89.427493, 0.123000
1669191558.787159, 60.413566, -89.006543, 0.112000
1669191559.785640, 61.274079, -88.546178, 0.102000
1669191560.784832, 62.084709, -88.090331, 0.100000
1669191561.787989, 62.902446, -87.603350, 0.100000
1669191562.787992, 63.734308, -87.121416, 0.115000
1669191563.786297, 64.572438, -86.587248, 0.096000
1669191564.786685, 65.416319, -86.128636, 0.095000
1669191565.787035, 66.237897, -85.653370, 0.108000
1669191566.784836, 67.049929, -85.326638, 0.112000
1669191567.788245, 67.938248, -85.123262, 0.111000
1669191568.785993, 68.879648, -84.991618, 0.121000
1669191569.787625, 69.830086, -84.847366, 0.093000
1669191570.789986, 70.779795, -84.728439, 0.090000
1669191571.788739, 71.728646, -84.607278, 0.097000
1669191572.789993, 72.627189, -84.400745, 0.094000
1669191573.788444, 73.531514, -84.126621, 0.091000
1669191574.788673, 74.464924, -83.866120, 0.083000
1669191575.790340, 75.345080, -83.535362, 0.075000
1669191576.790658, 76.261247, -83.206694, 0.095000
1669191577.791581, 77.139576, -82.851308, 0.080000
1669191578.789137, 78.013177, -82.474758, 0.063000
1669191579.787753, 78.865539, -82.027570, 0.070000
1669191580.788203, 79.730667, -81.612593, 0.055000
1669191581.789375, 80.576461, -81.173430, 0.063000
1669191582.789436, 81.464540, -80.736833, 0.061000
1669191583.789328, 82.324710, -80.305497, 0.055000
1669191584.788165, 83.193701, -79.892064, 0.079000
1669191585.789623, 84.081527, -79.461566, 0.074000
1669191586.789289, 84.959880, -79.025174, 0.058000
1669191587.788184, 85.821069, -78.621966, 0.066000
1669191588.790148, 86.653237, -78.183682, 0.046000
1669191589.790709, 87.501545, -77.728471, 0.058000
1669191590.792940, 88.363409, -77.258879, 0.053000
1669191591.792963, 89.172503, -76.769899, 0.045000
1669191592.793303, 89.989650, -76.264596, 0.044000
1669191593.792255, 90.829670, -75.760049, 0.050000
1669191594.791825, 91.645029, -75.263222, 0.055000
1669191595.792121, 92.480427, -74.731226, 0.032000
1669191596.788550, 93.188246, -74.190041, 0.025000
1669191597.793124, 93.853449, -73.568608, 0.048000
1669191598.789161, 94.447151, -72.876795, 0.038000
1669191599.790588, 94.997578, -72.125992, 0.061000
1669191600.792510, 95.550120, -71.338606, 0.064000
1669191601.793056, 96.073294, -70.563114, 0.101000
1669191602.793547, 96.431324, -69.744323, 0.102000
1669191603.794877, 96.606367, -68.884889, 0.115000
1669191604.791935, 96.597070, -67.994039, 0.115000
1669191605.788656, 96.538807, -67.079981, 0.077000
1669191606.789264, 96.373465, -66.191481, 0.126000
1669191607.789218, 96.331621, -65.332445, 0.113000
1669191608.786104, 96.517915, -64.524062, 0.102000
1669191609.790099, 96.914657, -63.759930, 0.093000
1669191610.789139, 97.408390, -62.956382, 0.104000
1669191611.792041, 97.817452, -62.153621, 0.104000
1669191612.788165, 98.247510, -61.285744, 0.083000
1669191613.787211, 98.584809, -60.428133, 0.094000
1669191614.787029, 98.892639, -59.544131, 0.102000
1669191615.786292, 99.219157, -58.625306, 0.121000
1669191616.788471, 99.458481, -57.741439, 0.113000
1669191617.785420, 99.601562, -56.843921, 0.142000
1669191618.787071, 99.668992, -55.873733, 0.124000
1669191619.786934, 99.769314, -54.930919, 0.116000
1669191620.788289, 99.852729, -53.953050, 0.105000
1669191621.788131, 99.893227, -53.036410, 0.114000
1669191622.785044, 99.867664, -52.090355, 0.131000
1669191623.785174, 99.787231, -51.160571, 0.120000
1669191624.786602, 99.644778, -50.263027, 0.139000
1669191625.787483, 99.383585, -49.373090, 0.128000
1669191626.785061, 99.029892, -48.522275, 0.119000
1669191627.783954, 98.612340, -47.715134, 0.125000
1669191628.784807, 98.171904, -47.049274, 0.144000
1669191629.786327, 97.763138, -46.465326, 0.176000
1669191630.785658, 97.384744, -45.854336, 0.187000
1669191631.785762, 97.018437, -45.236152, 0.217000
1669191632.784277, 96.639630, -44.605365, 0.204000
1669191633.784187, 96.200384, -43.878123, 0.182000
1669191634.782848, 95.710734, -43.044795, 0.156000
1669191635.788475, 95.209327, -42.207938, 0.168000
1669191636.784466, 94.731702, -41.362237, 0.175000
1669191637.786082, 94.246412, -40.501055, 0.147000
1669191638.779917, 93.760131, -39.689607, 0.127000
1669191639.779343, 93.276589, -38.822352, 0.163000
1669191640.778507, 92.780341, -37.990021, 0.144000
1669191641.776325, 92.261641, -37.202806, 0.173000
1669191642.779060, 91.752601, -36.383945, 0.177000
1669191643.781346, 91.188667, -35.618158, 0.075000
1669191644.776488, 90.624189, -34.831462, 0.065000
1669191645.778467, 90.100813, -34.011248, -0.035000
1669191646.776571, 89.662202, -33.193579, -0.049000
1669191647.780074, 89.196473, -32.369717, 0.035000
1669191648.779551, 88.618756, -31.587606, -0.070000
1669191649.779486, 88.167900, -30.795252, 0.001000
1669191650.777731, 87.687810, -29.759570, 0.128000
1669191651.775314, 87.241858, -28.960271, 0.078000
1669191652.779523, 86.734594, -28.257400, -0.008000
1669191653.777249, 86.263759, -27.417176, 0.005000
1669191654.776354, 85.799563, -26.564674, 0.000000
1669191655.775324, 85.326137, -25.709611, 0.005000
1669191656.774759, 84.826592, -24.868901, -0.061000
1669191657.772402, 84.358089, -24.041108, -0.007000
1669191658.774427, 83.887305, -23.224374, 0.051000
1669191659.772000, 83.343896, -22.492038, 0.031000
1669191660.772865, 82.765580, -21.727672, 0.064000
1669191661.774216, 82.176766, -20.973854, -0.030000
1669191662.773605, 81.647813, -20.182766, -0.030000
1669191663.773998, 81.144657, -19.396368, 0.012000
1669191664.774152, 80.627977, -18.622503, 0.008000
1669191665.775565, 80.131117, -17.826410, 0.032000
1669191666.776682, 79.600626, -17.037885, 0.044000
1669191667.774454, 79.181386, -16.304139, 0.084000
1669191668.773113, 78.631095, -15.430574, 0.133000
1669191669.772430, 78.108383, -14.633118, 0.129000
1669191670.772013, 77.573724, -13.808088, 0.115000
1669191671.771477, 77.059752, -12.962695, 0.127000
1669191672.774537, 76.582851, -12.145117, 0.114000
1669191673.773575, 76.079987, -11.332647, 0.134000
1669191674.775563, 75.554724, -10.509256, 0.117000
1669191675.776660, 75.030254, -9.691981, 0.129000
1669191676.774377, 74.543539, -8.862215, 0.107000
1669191677.776790, 74.052277, -8.044763, 0.177000
1669191678.776139, 73.541787, -7.214593, 0.182000
1669191679.774684, 73.058876, -6.381008, 0.177000
1669191680.774604, 72.573935, -5.570136, 0.192000
1669191681.775586, 72.108461, -4.687280, 0.242000
1669191682.774468, 71.615372, -3.854076, 0.250000
1669191683.776180, 71.129825, -3.034871, 0.209000
1669191684.774888, 70.631557, -2.269085, 0.229000
1669191685.776523, 70.050146, -1.484506, 0.246000
1669191686.774390, 69.621533, -0.721378, 0.259000
1669191687.776502, 69.348237, 0.107179, 0.261000
1669191688.774413, 69.251832, 0.985634, 0.259000
1669191689.775823, 69.291354, 1.915052, 0.259000
1669191690.777419, 69.408936, 2.852394, 0.225000
1669191691.778431, 69.447930, 3.803644, 0.227000
1669191692.778849, 69.505796, 4.729977, 0.238000
1669191693.782040, 69.553916, 5.699012, 0.256000
1669191694.779699, 69.659622, 6.623980, 0.255000
1669191695.780862, 69.842135, 7.535811, 0.243000
1669191696.783039, 70.067848, 8.463739, 0.251000
1669191697.783128, 70.281160, 9.401311, 0.287000
1669191698.781258, 70.522799, 10.342286, 0.278000
1669191699.783234, 70.764745, 11.274934, 0.288000
1669191700.782107, 71.002872, 12.211715, 0.300000
1669191701.784941, 71.263682, 13.154215, 0.332000
1669191702.786941, 71.503634, 14.083937, 0.320000
1669191703.788122, 71.728021, 15.030753, 0.328000
1669191704.789426, 71.998609, 15.976601, 0.325000
1669191705.791983, 72.195152, 16.842513, 0.365000
1669191706.789443, 72.343702, 17.744932, 0.382000
1669191707.790824, 72.322944, 18.559410, 0.438000
1669191708.790308, 72.169649, 19.355234, 0.531000
1669191709.791154, 71.851546, 20.090412, 0.646000
1669191710.788249, 71.267196, 20.842676, 0.743000
1669191711.789994, 70.671429, 21.521340, 0.853000
1669191712.788906, 70.086724, 22.305605, 0.889000
1669191713.790036, 69.586545, 23.108598, 0.923000
1669191714.791264, 69.154652, 23.995879, 0.918000
1669191715.794093, 68.679321, 24.808808, 0.875000
1669191716.791836, 68.220292, 25.453901, 0.835000
1669191717.794861, 67.752980, 26.060296, 0.829000
1669191718.793999, 67.290168, 26.720434, 0.789000
1669191719.794732, 66.825689, 27.335104, 0.742000
1669191720.793849, 66.364895, 27.981891, 0.693000
1669191721.794046, 65.883054, 28.657702, 0.642000
1669191722.794369, 65.380295, 29.273020, 0.554000
1669191723.796324, 64.889239, 29.722614, 0.565000
1669191724.795688, 64.233539, 30.174257, 0.551000
1669191725.796781, 63.556417, 30.385465, 0.573000
1669191726.796038, 62.803103, 30.540075, 0.566000
1669191727.795781, 62.017111, 30.531563, 0.565000
1669191728.793906, 61.315632, 30.249566, 0.554000
1669191729.795064, 60.654179, 29.840389, 0.560000
1669191730.794588, 60.000831, 29.432924, 0.561000
1669191731.792703, 59.273613, 28.955877, 0.549000
1669191732.806652, 58.459961, 28.444599, 0.534000
1669191733.796211, 57.672291, 27.904214, 0.535000
1669191734.794753, 56.893030, 27.348152, 0.531000
1669191735.795521, 56.141275, 26.782377, 0.515000
1669191736.796428, 55.359024, 26.244121, 0.523000
1669191737.796315, 54.545904, 25.799599, 0.506000
1669191738.793918, 53.725513, 25.420302, 0.502000
1669191739.796155, 52.844821, 25.180919, 0.460000
1669191740.796102, 51.835356, 25.109797, 0.345000
1669191741.796538, 50.899982, 25.138956, 0.240000
1669191742.796438, 50.080516, 25.114551, 0.191000
1669191743.796728, 49.133047, 25.047744, 0.179000
1669191744.795204, 48.159211, 24.987301, 0.174000
1669191745.795836, 47.234019, 24.867037, 0.153000
1669191746.794862, 46.321474, 24.628009, 0.112000
1669191747.795215, 45.505997, 24.371062, 0.144000
1669191748.791732, 44.650742, 24.017508, 0.116000
1669191749.787302, 43.838559, 23.566499, 0.140000
1669191750.791633, 43.051610, 23.068826, 0.137000
1669191751.789783, 42.237199, 22.548130, 0.132000
1669191752.791456, 41.422588, 22.024478, 0.142000
1669191753.791531, 40.608297, 21.422590, 0.119000
1669191754.793814, 39.843535, 20.963195, 0.128000
1669191755.792886, 39.052485, 20.479463, 0.136000
1669191756.791222, 38.224709, 19.964542, 0.143000
1669191757.789535, 37.428049, 19.423387, 0.125000
